age,gender,skinColor,aspectOfHand,imageName,jewelry_preferences
20,female,medium,palmar left,Hand_0002203.jpg,platinum
20,female,medium,palmar left,Hand_0002204.jpg,platinum
20,female,medium,palmar left,Hand_0002205.jpg,platinum
22,female,medium,dorsal right,Hand_0002206.jpg,platinum
22,female,medium,dorsal right,Hand_0002207.jpg,platinum
22,female,medium,dorsal right,Hand_0002208.jpg,platinum
22,female,medium,dorsal right,Hand_0002209.jpg,platinum
22,female,medium,dorsal right,Hand_0002210.jpg,platinum
22,female,medium,dorsal right,Hand_0002211.jpg,platinum
22,female,medium,dorsal right,Hand_0002212.jpg,platinum
22,female,medium,dorsal right,Hand_0002213.jpg,platinum
22,female,medium,dorsal right,Hand_0002214.jpg,platinum
22,female,medium,dorsal right,Hand_0002215.jpg,platinum
22,female,medium,dorsal right,Hand_0002216.jpg,platinum
22,female,medium,dorsal right,Hand_0002217.jpg,platinum
22,female,medium,dorsal right,Hand_0002218.jpg,platinum
22,female,medium,dorsal right,Hand_0002219.jpg,platinum
22,female,medium,dorsal right,Hand_0002220.jpg,platinum
22,female,medium,dorsal right,Hand_0002221.jpg,platinum
22,female,medium,dorsal right,Hand_0002222.jpg,platinum
22,female,medium,dorsal right,Hand_0002223.jpg,platinum
22,female,medium,dorsal right,Hand_0002224.jpg,platinum
22,female,medium,dorsal right,Hand_0002225.jpg,platinum
22,female,medium,dorsal right,Hand_0002226.jpg,platinum
22,female,medium,dorsal right,Hand_0002227.jpg,platinum
22,female,medium,dorsal right,Hand_0002228.jpg,platinum
22,female,medium,palmar right,Hand_0002230.jpg,platinum
22,female,medium,palmar right,Hand_0002231.jpg,platinum
22,female,medium,palmar right,Hand_0002232.jpg,platinum
22,female,medium,palmar right,Hand_0002233.jpg,platinum
22,female,medium,palmar right,Hand_0002234.jpg,platinum
22,female,medium,palmar right,Hand_0002235.jpg,platinum
22,female,medium,palmar right,Hand_0002236.jpg,platinum
22,female,medium,palmar right,Hand_0002237.jpg,platinum
22,female,medium,palmar right,Hand_0002238.jpg,platinum
22,female,medium,palmar right,Hand_0002239.jpg,platinum
22,female,medium,palmar right,Hand_0002240.jpg,platinum
22,female,medium,palmar right,Hand_0002241.jpg,platinum
22,female,medium,palmar right,Hand_0002242.jpg,platinum
22,female,medium,palmar right,Hand_0002243.jpg,platinum
22,female,medium,palmar right,Hand_0002244.jpg,platinum
22,female,medium,palmar right,Hand_0002245.jpg,platinum
22,female,medium,palmar right,Hand_0002246.jpg,platinum
22,female,medium,palmar right,Hand_0002247.jpg,platinum
22,female,medium,palmar right,Hand_0002248.jpg,platinum
22,female,medium,palmar right,Hand_0002249.jpg,platinum
22,female,medium,palmar right,Hand_0002250.jpg,platinum
22,female,medium,palmar right,Hand_0002251.jpg,platinum
22,female,medium,palmar right,Hand_0002252.jpg,platinum
22,female,medium,dorsal left,Hand_0002253.jpg,platinum
22,female,medium,dorsal left,Hand_0002254.jpg,platinum
22,female,medium,dorsal left,Hand_0002255.jpg,platinum
22,female,medium,dorsal left,Hand_0002256.jpg,platinum
22,female,medium,dorsal left,Hand_0002257.jpg,platinum
22,female,medium,dorsal left,Hand_0002258.jpg,platinum
22,female,medium,dorsal left,Hand_0002259.jpg,platinum
22,female,medium,dorsal left,Hand_0002260.jpg,platinum
22,female,medium,dorsal left,Hand_0002261.jpg,platinum
22,female,medium,dorsal left,Hand_0002262.jpg,platinum
22,female,medium,dorsal left,Hand_0002263.jpg,platinum
22,female,medium,dorsal left,Hand_0002264.jpg,platinum
22,female,medium,dorsal left,Hand_0002265.jpg,platinum
22,female,medium,dorsal left,Hand_0002266.jpg,platinum
22,female,medium,dorsal left,Hand_0002267.jpg,platinum
22,female,medium,dorsal left,Hand_0002268.jpg,platinum
22,female,medium,dorsal left,Hand_0002269.jpg,platinum
22,female,medium,dorsal left,Hand_0002270.jpg,platinum
22,female,medium,dorsal left,Hand_0002271.jpg,platinum
22,female,medium,dorsal left,Hand_0002272.jpg,platinum
22,female,medium,dorsal left,Hand_0002273.jpg,platinum
22,female,medium,dorsal left,Hand_0002274.jpg,platinum
22,female,medium,dorsal left,Hand_0002275.jpg,platinum
22,female,medium,dorsal left,Hand_0002276.jpg,platinum
22,female,medium,dorsal left,Hand_0002277.jpg,platinum
22,female,medium,dorsal left,Hand_0002278.jpg,platinum
22,female,medium,palmar left,Hand_0002279.jpg,platinum
22,female,medium,palmar left,Hand_0002280.jpg,platinum
22,female,medium,palmar left,Hand_0002281.jpg,platinum
22,female,medium,palmar left,Hand_0002282.jpg,platinum
22,female,medium,palmar left,Hand_0002283.jpg,platinum
22,female,medium,palmar left,Hand_0002284.jpg,platinum
22,female,medium,palmar left,Hand_0002285.jpg,platinum
22,female,medium,palmar left,Hand_0002286.jpg,platinum
22,female,medium,palmar left,Hand_0002287.jpg,platinum
22,female,medium,palmar left,Hand_0002288.jpg,platinum
22,female,medium,palmar left,Hand_0002289.jpg,platinum
22,female,medium,palmar left,Hand_0002290.jpg,platinum
22,female,medium,palmar left,Hand_0002291.jpg,platinum
22,female,medium,palmar left,Hand_0002292.jpg,platinum
22,female,medium,palmar left,Hand_0002293.jpg,platinum
22,female,medium,palmar left,Hand_0002294.jpg,platinum
22,female,medium,palmar left,Hand_0002295.jpg,platinum
22,female,medium,palmar left,Hand_0002296.jpg,platinum
22,female,medium,palmar left,Hand_0002297.jpg,platinum
22,female,medium,palmar left,Hand_0002298.jpg,platinum
20,female,medium,dorsal right,Hand_0002300.jpg,platinum
20,female,medium,dorsal right,Hand_0002301.jpg,platinum
20,female,medium,dorsal right,Hand_0002302.jpg,platinum
20,female,medium,dorsal right,Hand_0002303.jpg,platinum
20,female,medium,dorsal right,Hand_0002304.jpg,platinum
20,female,medium,dorsal right,Hand_0002305.jpg,platinum
20,female,medium,dorsal right,Hand_0002306.jpg,platinum
20,female,medium,dorsal right,Hand_0002307.jpg,platinum
20,female,medium,dorsal right,Hand_0002308.jpg,platinum
20,female,medium,dorsal right,Hand_0002309.jpg,platinum
20,female,medium,dorsal right,Hand_0002310.jpg,platinum
20,female,medium,dorsal right,Hand_0002311.jpg,platinum
20,female,medium,dorsal right,Hand_0002312.jpg,platinum
20,female,medium,dorsal right,Hand_0002313.jpg,platinum
20,female,medium,dorsal right,Hand_0002314.jpg,platinum
20,female,medium,dorsal right,Hand_0002315.jpg,platinum
20,female,medium,dorsal right,Hand_0002316.jpg,platinum
20,female,medium,dorsal right,Hand_0002317.jpg,platinum
20,female,medium,dorsal right,Hand_0002318.jpg,platinum
20,female,medium,dorsal right,Hand_0002319.jpg,platinum
20,female,medium,dorsal right,Hand_0002320.jpg,platinum
20,female,medium,dorsal right,Hand_0002321.jpg,platinum
20,female,medium,dorsal right,Hand_0002322.jpg,platinum
20,female,medium,dorsal right,Hand_0002323.jpg,platinum
20,female,medium,dorsal right,Hand_0002324.jpg,platinum
20,female,medium,dorsal right,Hand_0002325.jpg,platinum
20,female,medium,dorsal right,Hand_0002326.jpg,platinum
20,female,medium,dorsal right,Hand_0002327.jpg,platinum
20,female,medium,dorsal right,Hand_0002328.jpg,platinum
20,female,medium,dorsal right,Hand_0002329.jpg,platinum
20,female,medium,dorsal right,Hand_0002330.jpg,platinum
20,female,medium,dorsal right,Hand_0002331.jpg,platinum
20,female,medium,dorsal right,Hand_0002332.jpg,platinum
20,female,medium,dorsal right,Hand_0002333.jpg,platinum
20,female,medium,palmar right,Hand_0002335.jpg,platinum
20,female,medium,palmar right,Hand_0002336.jpg,platinum
20,female,medium,palmar right,Hand_0002337.jpg,platinum
20,female,medium,palmar right,Hand_0002338.jpg,platinum
20,female,medium,palmar right,Hand_0002339.jpg,platinum
20,female,medium,palmar right,Hand_0002340.jpg,platinum
20,female,medium,palmar right,Hand_0002341.jpg,platinum
20,female,medium,palmar right,Hand_0002342.jpg,platinum
20,female,medium,palmar right,Hand_0002343.jpg,platinum
20,female,medium,palmar right,Hand_0002344.jpg,platinum
20,female,medium,palmar right,Hand_0002345.jpg,platinum
20,female,medium,palmar right,Hand_0002346.jpg,platinum
20,female,medium,palmar right,Hand_0002347.jpg,platinum
20,female,medium,palmar right,Hand_0002348.jpg,platinum
20,female,medium,palmar right,Hand_0002349.jpg,platinum
20,female,medium,palmar right,Hand_0002350.jpg,platinum
20,female,medium,palmar right,Hand_0002351.jpg,platinum
20,female,medium,palmar right,Hand_0002352.jpg,platinum
20,female,medium,palmar right,Hand_0002353.jpg,platinum
20,female,medium,palmar right,Hand_0002354.jpg,platinum
20,female,medium,palmar right,Hand_0002355.jpg,platinum
20,female,medium,dorsal left,Hand_0002356.jpg,platinum
20,female,medium,dorsal left,Hand_0002357.jpg,platinum
20,female,medium,dorsal left,Hand_0002358.jpg,platinum
20,female,medium,dorsal left,Hand_0002359.jpg,platinum
20,female,medium,dorsal left,Hand_0002360.jpg,platinum
20,female,medium,dorsal left,Hand_0002361.jpg,platinum
20,female,medium,dorsal left,Hand_0002362.jpg,platinum
20,female,medium,dorsal left,Hand_0002363.jpg,platinum
20,female,medium,dorsal left,Hand_0002364.jpg,platinum
20,female,medium,dorsal left,Hand_0002365.jpg,platinum
20,female,medium,dorsal left,Hand_0002366.jpg,platinum
20,female,medium,dorsal left,Hand_0002367.jpg,platinum
20,female,medium,dorsal left,Hand_0002368.jpg,platinum
20,female,medium,dorsal left,Hand_0002369.jpg,platinum
20,female,medium,dorsal left,Hand_0002370.jpg,platinum
20,female,medium,dorsal left,Hand_0002371.jpg,platinum
20,female,medium,dorsal left,Hand_0002372.jpg,platinum
20,female,medium,dorsal left,Hand_0002373.jpg,platinum
20,female,medium,dorsal left,Hand_0002374.jpg,platinum
20,female,medium,dorsal left,Hand_0002375.jpg,platinum
20,female,medium,dorsal left,Hand_0002376.jpg,platinum
20,female,medium,dorsal left,Hand_0002377.jpg,platinum
20,female,medium,dorsal left,Hand_0002378.jpg,platinum
20,female,medium,dorsal left,Hand_0002379.jpg,platinum
20,female,medium,dorsal left,Hand_0002380.jpg,platinum
20,female,medium,dorsal left,Hand_0002381.jpg,platinum
20,female,medium,dorsal left,Hand_0002382.jpg,platinum
20,female,medium,dorsal left,Hand_0002383.jpg,platinum
20,female,medium,dorsal left,Hand_0002384.jpg,platinum
20,female,medium,dorsal left,Hand_0002385.jpg,platinum
20,female,medium,dorsal left,Hand_0002397.jpg,platinum
20,female,medium,dorsal left,Hand_0002398.jpg,platinum
20,female,medium,dorsal left,Hand_0002399.jpg,platinum
20,female,medium,dorsal left,Hand_0002400.jpg,platinum
20,female,medium,dorsal left,Hand_0002401.jpg,platinum
20,female,medium,dorsal left,Hand_0002402.jpg,platinum
20,female,medium,dorsal left,Hand_0002403.jpg,platinum
20,female,medium,dorsal left,Hand_0002404.jpg,platinum
20,female,medium,dorsal left,Hand_0002405.jpg,platinum
20,female,medium,dorsal left,Hand_0002406.jpg,platinum
20,female,medium,dorsal left,Hand_0002407.jpg,platinum
20,female,medium,dorsal left,Hand_0002408.jpg,platinum
20,female,medium,dorsal left,Hand_0002409.jpg,platinum
20,female,medium,dorsal left,Hand_0002410.jpg,platinum
20,female,medium,dorsal left,Hand_0002411.jpg,platinum
20,female,medium,dorsal left,Hand_0002412.jpg,platinum
20,female,medium,dorsal left,Hand_0002413.jpg,platinum
20,female,medium,dorsal left,Hand_0002414.jpg,platinum
20,female,medium,dorsal left,Hand_0002415.jpg,platinum
20,female,medium,dorsal left,Hand_0002416.jpg,platinum
20,female,medium,dorsal left,Hand_0002417.jpg,platinum
20,female,medium,dorsal left,Hand_0002418.jpg,platinum
20,female,medium,dorsal left,Hand_0002419.jpg,platinum
20,female,medium,dorsal left,Hand_0002420.jpg,platinum
20,female,medium,dorsal left,Hand_0002421.jpg,platinum
20,female,medium,dorsal left,Hand_0002422.jpg,platinum
20,female,medium,palmar left,Hand_0002423.jpg,platinum
20,female,medium,palmar left,Hand_0002424.jpg,platinum
20,female,medium,palmar left,Hand_0002425.jpg,platinum
20,female,medium,palmar left,Hand_0002426.jpg,platinum
20,female,medium,palmar left,Hand_0002427.jpg,platinum
20,female,medium,palmar left,Hand_0002428.jpg,platinum
20,female,medium,palmar left,Hand_0002429.jpg,platinum
20,female,medium,palmar left,Hand_0002430.jpg,platinum
20,female,medium,palmar left,Hand_0002431.jpg,platinum
20,female,medium,palmar left,Hand_0002432.jpg,platinum
20,female,medium,palmar left,Hand_0002433.jpg,platinum
20,female,medium,palmar left,Hand_0002434.jpg,platinum
20,female,medium,palmar left,Hand_0002435.jpg,platinum
20,female,medium,palmar left,Hand_0002436.jpg,platinum
20,female,medium,palmar left,Hand_0002437.jpg,platinum
20,female,medium,palmar left,Hand_0002438.jpg,platinum
20,female,medium,palmar left,Hand_0002439.jpg,platinum
20,female,medium,palmar left,Hand_0002440.jpg,platinum
20,female,medium,palmar left,Hand_0002441.jpg,platinum
20,female,medium,palmar left,Hand_0002442.jpg,platinum
22,female,medium,palmar right,Hand_0002443.jpg,platinum
22,female,medium,palmar right,Hand_0002444.jpg,platinum
22,female,medium,palmar right,Hand_0002445.jpg,platinum
22,female,medium,palmar right,Hand_0002446.jpg,platinum
22,female,medium,palmar right,Hand_0002447.jpg,platinum
22,female,medium,palmar right,Hand_0002448.jpg,platinum
22,female,medium,palmar right,Hand_0002449.jpg,platinum
22,female,medium,palmar right,Hand_0002450.jpg,platinum
22,female,medium,dorsal right,Hand_0002451.jpg,platinum
22,female,medium,dorsal right,Hand_0002452.jpg,platinum
22,female,medium,dorsal right,Hand_0002453.jpg,platinum
22,female,medium,dorsal right,Hand_0002454.jpg,platinum
22,female,medium,dorsal right,Hand_0002455.jpg,platinum
22,female,medium,dorsal right,Hand_0002456.jpg,platinum
22,female,medium,dorsal right,Hand_0002457.jpg,platinum
22,female,medium,dorsal right,Hand_0002458.jpg,platinum
22,female,medium,dorsal right,Hand_0002459.jpg,platinum
22,female,medium,dorsal right,Hand_0002460.jpg,platinum
22,female,medium,dorsal right,Hand_0002461.jpg,platinum
22,female,medium,dorsal right,Hand_0002462.jpg,platinum
22,female,medium,dorsal right,Hand_0002463.jpg,platinum
22,female,medium,dorsal right,Hand_0002464.jpg,platinum
22,female,medium,dorsal right,Hand_0002465.jpg,platinum
22,female,medium,dorsal right,Hand_0002466.jpg,platinum
22,female,medium,dorsal right,Hand_0002467.jpg,platinum
22,female,medium,dorsal left,Hand_0002468.jpg,platinum
22,female,medium,dorsal left,Hand_0002469.jpg,platinum
22,female,medium,dorsal left,Hand_0002470.jpg,platinum
22,female,medium,dorsal left,Hand_0002471.jpg,platinum
22,female,medium,dorsal left,Hand_0002472.jpg,platinum
22,female,medium,dorsal left,Hand_0002473.jpg,platinum
22,female,medium,dorsal left,Hand_0002474.jpg,platinum
22,female,medium,dorsal left,Hand_0002475.jpg,platinum
22,female,medium,dorsal left,Hand_0002476.jpg,platinum
22,female,medium,dorsal left,Hand_0002477.jpg,platinum
22,female,medium,dorsal left,Hand_0002478.jpg,platinum
22,female,medium,dorsal left,Hand_0002479.jpg,platinum
22,female,medium,dorsal left,Hand_0002480.jpg,platinum
22,female,medium,dorsal left,Hand_0002481.jpg,platinum
22,female,medium,dorsal left,Hand_0002482.jpg,platinum
22,female,medium,dorsal left,Hand_0002483.jpg,platinum
22,female,medium,dorsal left,Hand_0002484.jpg,platinum
22,female,medium,palmar left,Hand_0002487.jpg,platinum
22,female,medium,palmar left,Hand_0002488.jpg,platinum
22,female,medium,palmar left,Hand_0002489.jpg,platinum
22,female,medium,palmar left,Hand_0002490.jpg,platinum
22,female,medium,palmar left,Hand_0002491.jpg,platinum
22,female,medium,palmar left,Hand_0002492.jpg,platinum
22,female,medium,palmar left,Hand_0002493.jpg,platinum
22,female,medium,palmar left,Hand_0002494.jpg,platinum
22,female,medium,palmar left,Hand_0002495.jpg,platinum
22,female,medium,palmar left,Hand_0002496.jpg,platinum
22,female,medium,palmar left,Hand_0002497.jpg,platinum
22,female,medium,palmar left,Hand_0002498.jpg,platinum
22,female,medium,palmar left,Hand_0002499.jpg,platinum
22,female,medium,palmar left,Hand_0002500.jpg,platinum
22,female,medium,palmar left,Hand_0002501.jpg,platinum
22,female,medium,dorsal right,Hand_0002502.jpg,platinum
22,female,medium,dorsal right,Hand_0002503.jpg,platinum
22,female,medium,dorsal right,Hand_0002504.jpg,platinum
22,female,medium,dorsal right,Hand_0002505.jpg,platinum
22,female,medium,dorsal right,Hand_0002506.jpg,platinum
22,female,medium,dorsal right,Hand_0002507.jpg,platinum
22,female,medium,dorsal right,Hand_0002508.jpg,platinum
22,female,medium,dorsal right,Hand_0002509.jpg,platinum
22,female,medium,dorsal right,Hand_0002510.jpg,platinum
22,female,medium,dorsal right,Hand_0002511.jpg,platinum
22,female,medium,dorsal right,Hand_0002512.jpg,platinum
22,female,medium,dorsal right,Hand_0002513.jpg,platinum
22,female,medium,dorsal right,Hand_0002514.jpg,platinum
22,female,medium,dorsal right,Hand_0002515.jpg,platinum
22,female,medium,dorsal right,Hand_0002516.jpg,platinum
22,female,medium,dorsal right,Hand_0002517.jpg,platinum
22,female,medium,dorsal right,Hand_0002518.jpg,platinum
22,female,medium,dorsal right,Hand_0002519.jpg,platinum
22,female,medium,dorsal right,Hand_0002520.jpg,platinum
22,female,medium,dorsal right,Hand_0002521.jpg,platinum
22,female,medium,dorsal right,Hand_0002522.jpg,platinum
22,female,medium,dorsal right,Hand_0002523.jpg,platinum
22,female,medium,dorsal right,Hand_0002524.jpg,platinum
22,female,medium,dorsal right,Hand_0002525.jpg,platinum
22,female,medium,dorsal right,Hand_0002526.jpg,platinum
22,female,medium,dorsal right,Hand_0002527.jpg,platinum
22,female,medium,dorsal right,Hand_0002528.jpg,platinum
22,female,medium,dorsal right,Hand_0002529.jpg,platinum
22,female,medium,dorsal right,Hand_0002530.jpg,platinum
22,female,medium,dorsal right,Hand_0002531.jpg,platinum
22,female,medium,dorsal right,Hand_0002532.jpg,platinum
22,female,medium,dorsal right,Hand_0002533.jpg,platinum
22,female,medium,dorsal right,Hand_0002534.jpg,platinum
22,female,medium,dorsal right,Hand_0002535.jpg,platinum
22,female,medium,dorsal right,Hand_0002536.jpg,platinum
22,female,medium,dorsal right,Hand_0002537.jpg,platinum
22,female,medium,dorsal right,Hand_0002538.jpg,platinum
22,female,medium,dorsal right,Hand_0002539.jpg,platinum
22,female,medium,dorsal right,Hand_0002540.jpg,platinum
22,female,medium,dorsal right,Hand_0002541.jpg,platinum
22,female,medium,dorsal right,Hand_0002542.jpg,platinum
22,female,medium,dorsal right,Hand_0002543.jpg,platinum
22,female,medium,dorsal right,Hand_0002544.jpg,platinum
22,female,medium,dorsal right,Hand_0002545.jpg,platinum
22,female,medium,dorsal right,Hand_0002546.jpg,platinum
22,female,medium,dorsal right,Hand_0002547.jpg,platinum
22,female,medium,palmar right,Hand_0002548.jpg,platinum
22,female,medium,palmar right,Hand_0002549.jpg,platinum
22,female,medium,palmar right,Hand_0002550.jpg,platinum
22,female,medium,palmar right,Hand_0002551.jpg,platinum
22,female,medium,palmar right,Hand_0002552.jpg,platinum
22,female,medium,palmar right,Hand_0002553.jpg,platinum
22,female,medium,palmar right,Hand_0002554.jpg,platinum
22,female,medium,palmar right,Hand_0002555.jpg,platinum
22,female,medium,palmar right,Hand_0002556.jpg,platinum
22,female,medium,palmar right,Hand_0002557.jpg,platinum
22,female,medium,palmar right,Hand_0002558.jpg,platinum
22,female,medium,palmar right,Hand_0002559.jpg,platinum
22,female,medium,palmar right,Hand_0002560.jpg,platinum
22,female,medium,palmar right,Hand_0002561.jpg,platinum
22,female,medium,palmar right,Hand_0002562.jpg,platinum
22,female,medium,palmar right,Hand_0002563.jpg,platinum
22,female,medium,palmar right,Hand_0002564.jpg,platinum
22,female,medium,palmar right,Hand_0002565.jpg,platinum
22,female,medium,palmar right,Hand_0002566.jpg,platinum
22,female,medium,palmar right,Hand_0002567.jpg,platinum
22,female,medium,palmar right,Hand_0002568.jpg,platinum
22,female,medium,palmar right,Hand_0002569.jpg,platinum
22,female,medium,palmar right,Hand_0002570.jpg,platinum
22,female,medium,palmar right,Hand_0002571.jpg,platinum
22,female,medium,palmar right,Hand_0002572.jpg,platinum
22,female,medium,palmar right,Hand_0002573.jpg,platinum
22,female,medium,palmar right,Hand_0002574.jpg,platinum
22,female,medium,dorsal left,Hand_0002575.jpg,platinum
22,female,medium,dorsal left,Hand_0002576.jpg,platinum
22,female,medium,dorsal left,Hand_0002577.jpg,platinum
22,female,medium,dorsal left,Hand_0002578.jpg,platinum
22,female,medium,dorsal left,Hand_0002579.jpg,platinum
22,female,medium,dorsal left,Hand_0002580.jpg,platinum
22,female,medium,dorsal left,Hand_0002581.jpg,platinum
22,female,medium,dorsal left,Hand_0002582.jpg,platinum
22,female,medium,dorsal left,Hand_0002583.jpg,platinum
22,female,medium,dorsal left,Hand_0002584.jpg,platinum
22,female,medium,dorsal left,Hand_0002585.jpg,platinum
22,female,medium,dorsal left,Hand_0002586.jpg,platinum
22,female,medium,dorsal left,Hand_0002587.jpg,platinum
22,female,medium,dorsal left,Hand_0002588.jpg,platinum
22,female,medium,dorsal left,Hand_0002589.jpg,platinum
22,female,medium,dorsal left,Hand_0002590.jpg,platinum
22,female,medium,dorsal left,Hand_0002591.jpg,platinum
22,female,medium,dorsal left,Hand_0002592.jpg,platinum
22,female,medium,dorsal left,Hand_0002593.jpg,platinum
22,female,medium,dorsal left,Hand_0002594.jpg,platinum
22,female,medium,dorsal left,Hand_0002595.jpg,platinum
22,female,medium,palmar left,Hand_0002596.jpg,platinum
22,female,medium,palmar left,Hand_0002597.jpg,platinum
22,female,medium,palmar left,Hand_0002598.jpg,platinum
22,female,medium,palmar left,Hand_0002599.jpg,platinum
22,female,medium,palmar left,Hand_0002600.jpg,platinum
22,female,medium,palmar left,Hand_0002601.jpg,platinum
22,female,medium,palmar left,Hand_0002602.jpg,platinum
22,female,medium,palmar left,Hand_0002603.jpg,platinum
22,female,medium,palmar left,Hand_0002604.jpg,platinum
22,female,medium,palmar left,Hand_0002605.jpg,platinum
22,female,medium,palmar left,Hand_0002606.jpg,platinum
22,female,medium,palmar left,Hand_0002607.jpg,platinum
22,female,medium,palmar left,Hand_0002608.jpg,platinum
22,female,medium,palmar left,Hand_0002609.jpg,platinum
22,female,medium,palmar left,Hand_0002610.jpg,platinum
22,female,medium,palmar left,Hand_0002611.jpg,platinum
22,female,medium,palmar left,Hand_0002612.jpg,platinum
22,female,medium,palmar left,Hand_0002613.jpg,platinum
21,male,medium,dorsal right,Hand_0002614.jpg,platinum
21,male,medium,dorsal right,Hand_0002615.jpg,platinum
21,male,medium,dorsal right,Hand_0002616.jpg,platinum
21,male,medium,dorsal right,Hand_0002617.jpg,platinum
21,male,medium,dorsal right,Hand_0002618.jpg,platinum
21,male,medium,dorsal right,Hand_0002619.jpg,platinum
21,male,medium,dorsal right,Hand_0002620.jpg,platinum
21,male,medium,dorsal right,Hand_0002621.jpg,platinum
21,male,medium,dorsal right,Hand_0002622.jpg,platinum
21,male,medium,dorsal right,Hand_0002623.jpg,platinum
21,male,medium,dorsal right,Hand_0002624.jpg,platinum
21,male,medium,dorsal right,Hand_0002625.jpg,platinum
21,male,medium,dorsal right,Hand_0002626.jpg,platinum
21,male,medium,dorsal right,Hand_0002627.jpg,platinum
21,male,medium,dorsal right,Hand_0002628.jpg,platinum
21,male,medium,dorsal right,Hand_0002629.jpg,platinum
21,male,medium,dorsal right,Hand_0002630.jpg,platinum
21,male,medium,dorsal right,Hand_0002631.jpg,platinum
21,male,medium,dorsal right,Hand_0002632.jpg,platinum
21,male,medium,dorsal right,Hand_0002633.jpg,platinum
21,male,medium,dorsal right,Hand_0002634.jpg,platinum
21,male,medium,dorsal right,Hand_0002635.jpg,platinum
21,male,medium,dorsal right,Hand_0002636.jpg,platinum
21,male,medium,dorsal right,Hand_0002637.jpg,platinum
21,male,medium,dorsal right,Hand_0002638.jpg,platinum
21,male,medium,dorsal right,Hand_0002639.jpg,platinum
21,male,medium,dorsal right,Hand_0002640.jpg,platinum
21,male,medium,dorsal right,Hand_0002641.jpg,platinum
21,male,medium,dorsal right,Hand_0002642.jpg,platinum
21,male,medium,dorsal right,Hand_0002643.jpg,platinum
21,male,medium,dorsal right,Hand_0002644.jpg,platinum
21,male,medium,palmar right,Hand_0002645.jpg,platinum
21,male,medium,palmar right,Hand_0002646.jpg,platinum
21,male,medium,palmar right,Hand_0002647.jpg,platinum
21,male,medium,palmar right,Hand_0002648.jpg,platinum
21,male,medium,palmar right,Hand_0002649.jpg,platinum
21,male,medium,palmar right,Hand_0002650.jpg,platinum
21,male,medium,palmar right,Hand_0002651.jpg,platinum
21,male,medium,palmar right,Hand_0002652.jpg,platinum
21,male,medium,palmar right,Hand_0002653.jpg,platinum
21,male,medium,palmar right,Hand_0002654.jpg,platinum
21,male,medium,palmar right,Hand_0002655.jpg,platinum
21,male,medium,palmar right,Hand_0002656.jpg,platinum
21,male,medium,palmar right,Hand_0002657.jpg,platinum
21,male,medium,palmar right,Hand_0002658.jpg,platinum
21,male,medium,palmar right,Hand_0002659.jpg,platinum
21,male,medium,palmar right,Hand_0002660.jpg,platinum
21,male,medium,palmar right,Hand_0002661.jpg,platinum
21,male,medium,palmar right,Hand_0002662.jpg,platinum
21,male,medium,palmar right,Hand_0002663.jpg,platinum
21,male,medium,palmar right,Hand_0002664.jpg,platinum
21,male,medium,palmar right,Hand_0002665.jpg,platinum
21,male,medium,palmar right,Hand_0002666.jpg,platinum
21,male,medium,palmar right,Hand_0002667.jpg,platinum
21,male,medium,palmar right,Hand_0002668.jpg,platinum
21,male,medium,palmar right,Hand_0002669.jpg,platinum
21,male,medium,palmar right,Hand_0002670.jpg,platinum
21,male,medium,palmar right,Hand_0002671.jpg,platinum
21,male,medium,palmar right,Hand_0002672.jpg,platinum
21,male,medium,dorsal left,Hand_0002673.jpg,platinum
21,male,medium,dorsal left,Hand_0002674.jpg,platinum
21,male,medium,dorsal left,Hand_0002675.jpg,platinum
21,male,medium,dorsal left,Hand_0002676.jpg,platinum
21,male,medium,dorsal left,Hand_0002677.jpg,platinum
21,male,medium,dorsal left,Hand_0002678.jpg,platinum
21,male,medium,dorsal left,Hand_0002679.jpg,platinum
21,male,medium,dorsal left,Hand_0002680.jpg,platinum
21,male,medium,dorsal left,Hand_0002681.jpg,platinum
21,male,medium,dorsal left,Hand_0002682.jpg,platinum
21,male,medium,dorsal left,Hand_0002683.jpg,platinum
21,male,medium,dorsal left,Hand_0002684.jpg,platinum
21,male,medium,dorsal left,Hand_0002685.jpg,platinum
21,male,medium,dorsal left,Hand_0002686.jpg,platinum
21,male,medium,dorsal left,Hand_0002687.jpg,platinum
21,male,medium,dorsal left,Hand_0002688.jpg,platinum
21,male,medium,dorsal left,Hand_0002689.jpg,platinum
21,male,medium,dorsal left,Hand_0002690.jpg,platinum
21,male,medium,dorsal left,Hand_0002691.jpg,platinum
21,male,medium,dorsal left,Hand_0002692.jpg,platinum
21,male,medium,dorsal left,Hand_0002693.jpg,platinum
21,male,medium,dorsal left,Hand_0002694.jpg,platinum
21,male,medium,dorsal left,Hand_0002695.jpg,platinum
21,male,medium,dorsal left,Hand_0002696.jpg,platinum
21,male,medium,dorsal left,Hand_0002697.jpg,platinum
21,male,medium,dorsal left,Hand_0002698.jpg,platinum
21,male,medium,palmar left,Hand_0002699.jpg,platinum
21,male,medium,palmar left,Hand_0002700.jpg,platinum
21,male,medium,palmar left,Hand_0002701.jpg,platinum
21,male,medium,palmar left,Hand_0002702.jpg,platinum
21,male,medium,palmar left,Hand_0002703.jpg,platinum
21,male,medium,palmar left,Hand_0002704.jpg,platinum
21,male,medium,palmar left,Hand_0002705.jpg,platinum
21,male,medium,palmar left,Hand_0002706.jpg,platinum
